TrilogyCampusName,ID,Provider Number,loc_code,CompetitorFacilityName,OwnerOperator,Address,City,State,Zip,Latitude,Longitude,GCAccuracy,ServiceLines,HC,AL,MC,IL,SMC,HC_DateOfRoomRates,HC_DateOfNextIncrease,HC_ExpectedRateIncrease,HC_PrivateRoomRate,HC_PrivateDeluxeRoomRate,HC_CompanionSemiPrivateRoomRate,HC_2ndPersonFee,HC_AdultDayRoomRate,HC_AdultNightRoomRate,HC_RehabToHomeRate,AL_DateOfRoomRates,AL_DateOfNextIncrease,AL_ExpectedRateIncrease,AL_StudioPrivateRoomRate,AL_StudioDeluxePrivateRoomRate,AL_1BRPrivateRoomRate,AL_2BRPrivateRoomRate,AL_StudioCompanionRoomRate,AL_1BRCompanionRoomRate,AL_2BRCompanionRoomRate,AL_2ndPersonFee,AL_AdultDayRoomRate,AL_AdultNightRoomRate,MC_DateOfRoomRates,MC_DateOfNextIncrease,MC_ExpectedRateIncrease,MC_ALStudioRoomRate,MC_ALCompanionRoomRate,MC_HCStudioRoomRate,MC_HCCompanionRoomRate,MC_2ndPersonFee,MC_AdultDayRoomRate,MC_AdultNightRoomRate,IL_DateOfRoomRates,IL_DateOfNextIncrease,IL_ExpectedRateIncrease,IL_VillaStudioPrivateRoomRate,IL_Villa1BRPrivateRoomRate,IL_Villa2BRPrivateRoomRate,IL_VillaStudioCompanionRoomRate,IL_Villa1BRCompanionRoomRate,IL_Villa2BRCompanionRoomRate,IL_Villa2ndPersonFee,IL_ILStudioRoomRate,IL_IL1BRRoomRate,IL_IL2BRRoomRate,IL_ILStudioCompanionRoomRate,IL_IL1BRCompanionRoomRate,IL_IL2BRCompanionRoomRate,IL_IL2ndPersonFee,IL_ILAdultDayRoomRate,IL_ILAdultNightRoomRate,SMC_DateOfRoomRates,SMC_DateOfNextIncrease,SMC_ExpectedRateIncrease,SMC_PrivateRoomRate,SMC_PrivateDeluxeRoomRate,SMC_CompanionRoomRate,SMC_2ndPersonFee,HC_Level1,HC_Level2,HC_Level3,HC_Level4,HC_CareLevelAdjustment,AL_Level1,AL_Level2,AL_Level3,AL_Level4,AL_Level5,AL_Level6,AL_CareLevelAdjustment,MC_Level1,MC_Level2,MC_Level3,MC_Level4,MC_Level5,MC_Level6,MC_CareLevelAdjustment,SMC_Level1,SMC_Level2,SMC_Level3,SMC_Level4,SMC_CareLevelAdjustment,HC_MedicationManagement,AL_CommunityFee,AL_DepositAmount,AL_MedicationManagement,MC_CommunityFee,MC_DepositAmount,MC_MedicationManagement,IL_CommunityFee,IL_DepositAmount,IL_MedicationManagement,SMC_MedicationManagement,IL_Comp_Weight,IL_Comp_Care_Adj,IL_Comp_Other_Adj,AL_Comp_Weight,AL_Comp_Care_Adj,AL_Comp_Other_Adj,AL/MC_Comp_Weight,AL/MC_Comp_Care_Adj,AL/MC_Comp_Other_Adj,HC_Comp_Weight,HC_Comp_Care_Adj,HC_Comp_Other_Adj,HC/MC_Comp_Weight,HC/MC_Comp_Care_Adj,HC/MC_Comp_Other_Adj,Origin,Destination,DrivingTime
Louisville PT - 127,15569,,127,Mansion on Main,Todd Marsh,1480 East Main Street,New Albany,IN,47150,38.288066,-85.807386,RANGE_INTERPOLATED,AL,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,6/2/2025,1/1/2026,9,4173,4460,4829,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245,399,1199,,,,,,,,,,,,,,,,,,3500,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"38.113895,-85.840650","38.288066,-85.807386",29 mins
Louisville PT - 127,16613,,127,Vitality Springdale,Vitality,4501 Springdale Road,Louisville,KY,40241,38.311429,-85.58658,ROOFTOP,"AL, AL-MC",FALSE,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,,8/25/2023,1/1/2024,4,3775,4145,4425,5925,,,,750,,,8/25/2023,1/1/2024,4,6486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550,1050,1575,2100,,,,0,1000,,,,,,,,,,,,1500,,level of care,1500,,yes,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"38.113895,-85.840650","38.311429,-85.586580",40 mins
Louisville PT - 127,22890,,127,Mansion on Main ,Triple Crowns Senior Living ,1420 East Main Street,New Albany,IN,47150,38.287915,-85.807859,ROOFTOP,AL,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,3/25/2025,,9,5178,5974,,,,,,849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249,499,1199,,,,,,,,,,,,,,,,,,3500,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"38.113895,-85.840650","38.287915,-85.807859",29 mins
Louisville PT - 127,22860,,127,Spring House at Louisville,Canopy Senior Living ,1760 Plantside Drive,Louisville,KY,40299,38.220469,-85.576322,ROOFTOP,"AL, AL-MC, IL",FALSE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,9/10/2024,11/15/2024,,2995,3500,,,,,,,,,9/10/2024,11/15/2024,,4995,,,,,,,9/10/2024,11/15/2024,,2395,2995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,100,,1500,100,,1500,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"38.113895,-85.840650","38.220469,-85.576322",32 mins
Louisville PT - 127,15490,,127,Atria St. Matthews,,120 South Hubbards Lane,Louisville,KY,40207,38.250376,-85.640794,ROOFTOP,AL,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,6/16/2025,,,3600,,4150,4875,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"38.113895,-85.840650","38.250376,-85.640794",32 mins
Louisville PT - 127,16595,,127,Signature HealthCARE at Jefferson Place,Signature HealthCARE,1705 Herr Lane,Louisville,KY,40222,38.276545,-85.618194,ROOFTOP,HC,TRUE,FALSE,FALSE,FALSE,FALSE,7/18/2019,9/1/2019,5,295,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"38.113895,-85.840650","38.276545,-85.618194",33 mins
Louisville PT - 127,21844,,127,Bridgepoint Gardens,Vitality Senior Services,3100 Utica-Sellersburg Road,Jeffersonville,IN,47130,38.345997,-85.69146,ROOFTOP,"AL, AL-MC",FALSE,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,,6/2/2025,,,,,4795,5995,,,,1000,,,3/25/2025,,,6895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275,475,900,,,,,275,475,900,,,,,,,,,,,3500,,yes,1200,1000,yes,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"38.113895,-85.840650","38.345997,-85.691460",37 mins
Louisville PT - 127,20681,,127,Sunrise of Louisville,,6700 Overlook Drive,Louisville,KY,40241,38.294764,-85.626601,ROOFTOP,AL,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,8/1/2022,8/1/2022,2,4123,,6076,6572,3286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,,"Yes, separate charge ranging $480-900 per month",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"38.113895,-85.840650","38.294764,-85.626601",34 mins
Louisville PT - 127,16606,,127,The Pinnacle of Louisville,RSL Management,10451 Linn Station Road,Louisville,KY,40223,38.2259,-85.561766,ROOFTOP,"AL, AL-MC, HC, IL, Skilled-M",TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,9/16/2024,1/1/2025,,4950,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,500,500,,,,,,,,,,,,,,2500,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"38.113895,-85.840650","38.225900,-85.561766",34 mins
Louisville PT - 127,18678,,127,Brownsboro Park,Family owned,2960 Goose Creek Road,Louisville,KY,40241,38.291663,-85.583162,ROOFTOP,IL,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/12/2025,1/1/2022,,,,,,,,,2500,2950,3400,,,,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"38.113895,-85.840650","38.291663,-85.583162",37 mins
Louisville PT - 127,20688,,127,Green Meadows Health Care Center,,310 Boxwood Run,Mount Washington,KY,40047,38.040827,-85.562044,ROOFTOP,HC,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"38.113895,-85.840650","38.040827,-85.562044",35 mins
Louisville PT - 127,20686,,127,Green Meadows Health Care Center,Hill Valley Healthcare since November 2024,310 Boxwood Run,Mount Washington,KY,40047,38.04083,-85.562026,ROOFTOP,HC,TRUE,FALSE,FALSE,FALSE,FALSE,6/24/2025,,3,420,,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"38.113895,-85.840650","38.040830,-85.562026",35 mins
Delphi - 2134,16611,,134,Five Star Residences of Lafayette ,,250 Shenandoah Drive,Lafayette,IN,47905,40.421109,-86.847332,ROOFTOP,"AL, IL",FALSE,TRUE,FALSE,TRUE,FALSE,,,,,,,,,,,8/11/2023,1/1/2024,3,2235,2900,3900,,,,,500,,,,,,,,,,,,,,,,,2400,2900,,,,,,,,,,,,,,,,,,,,,,,,,,385,645,1155,2440,,,,,,,,,,,,,,,,,1000,0,240,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40.575619,-86.672695","40.421109,-86.847332",24 mins
Delphi - 2134,15416,,134,West Lafayette Assisted Living,Burgess,3573 Senior Place,West Lafayette,IN,47906,40.470559,-86.914401,RANGE_INTERPOLATED,AL,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,10/1/2022,10/1/2024,0,5000,,5250,,,,5250,1250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450,920,1380,1990,2650,3660,,,,,,,,,,,,,,,2500,,"LOC 1-3, 450, 550, 650",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40.575619,-86.672695","40.470559,-86.914401",26 mins
Delphi - 2134,15362,,134,Aster Place,American Senior Communities ,740 Park East Boulevard,Lafayette,IN,47905,40.409827,-86.829003,RANGE_INTERPOLATED,"AL, AL-MC, IL",FALSE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,8/18/2023,1/1/2024,3,3000,3620,4285,5000,0,0,0,500,0,0,9/10/2024,1/2/2025,4,5360,4750,,,0,0,0,9/10/2024,1/2/2025,4,0,2170,3090,0,0,0,0,0,2615,0,0,2965,0,0,,,,,,,,,,,,,,,815,1290,1750,2300,2850,3350,,575,1135,1700,2250,2825,3400,,,,,,,,0,1500,0,0,1500,0,0,0,no,,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,"40.575619,-86.672695","40.409827,-86.829003",21 mins
Delphi - 2134,22892,,134,Aster Place,American Senior Communities ,741 Park East Boulevard,Lafayette,IN,47905,40.409441,-86.827292,ROOFTOP,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40.575619,-86.672695","40.409441,-86.827292",23 mins
Louisville SB - 175,5087,185335,175,Signature Healthcare Of South Louisville,Signature Healthcare,1120 Cristland Road,Louisville,KY,40214,38.14232,-85.789513,ROOFTOP,HC,TRUE,FALSE,FALSE,FALSE,FALSE,7/16/2024,1/1/2023,,369,,395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,included,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"38.214321,-85.602870","38.142320,-85.789513",29 mins
Louisville SB - 175,5120,185388,175,Masonic Home Of Louisville,Masonic Homes of Kentucky,240 Masonic Home Drive,Louisville,KY,40041,38.257491,-85.667289,ROOFTOP,"AL, AL-MC, HC, IL, Skilled-M",TRUE,TRUE,TRUE,TRUE,TRUE,8/23/2023,,,365,,,,,,,8/23/2023,,,5500,,,,,,,,,,8/23/2023,,,5500,,,,,,,8/23/2023,,,300000,,,,,,,,,,,,,,,,8/23/2023,,,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,0,0,Yes,2000,,Yes,,,,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"38.214321,-85.602870","38.257491,-85.667289",18 mins
Louisville SB - 175,5024,185259,175,Rivers Edge Nursing And Rehabilitation Center,,6301 Bass Rd,Prospect,KY,40059,38.35085,-85.62664,address,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"38.214321,-85.602870","38.350850,-85.626640",24 mins
Louisville SB - 175,4958,185165,175,Lyndon Woods Care and Rehab,,1101 Lyndon Lane,Louisville,KY,40222,38.26702,-85.609515,ROOFTOP,HC,TRUE,FALSE,FALSE,FALSE,FALSE,7/29/2020,1/1/2021,,265,,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"38.214321,-85.602870","38.267020,-85.609515",15 mins
Louisville SB - 175,5151,185442,175,Nazareth Home Clifton,Sisters of the Poor,2120 Payne Street,Louisville,KY,40206,38.252275,-85.707355,ROOFTOP,"AL, HC",TRUE,TRUE,FALSE,FALSE,FALSE,8/14/2023,9/1/2023,3,340,,,,,,541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"38.214321,-85.602870","38.252275,-85.707355",18 mins
Louisville SB - 175,5159,185455,175,Valhallah Post Acute,Providence Group,300 Shelby Station Drive,Louisville,KY,40245,38.237343,-85.491489,ROOFTOP,HC,TRUE,FALSE,FALSE,FALSE,FALSE,8/9/2023,8/7/2024,3,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"38.214321,-85.602870","38.237343,-85.491489",15 mins
Louisville SB - 175,5098,185348,175,Brownsboro Hills Health  Care And Rehabilitation C,,2141 Sycamore Ave,Louisville,KY,40206,38.256242,-85.705323,address,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"38.214321,-85.602870","38.256242,-85.705323",20 mins
Louisville SB - 175,5100,185350,175,Signature Healthcare Of East Louisville,,2529 6 Mile Lane,Louisville,KY,40220,38.208196,-85.586817,ROOFTOP,HC,TRUE,FALSE,FALSE,FALSE,FALSE,9/1/2024,9/1/2025,3,391,,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Included,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"38.214321,-85.602870","38.208196,-85.586817",6 mins
Louisville SB - 175,3718,155203,175,Hillcrest Village,,203 Sparks Ave,Jeffersonville,IN,47130,38.281744,-85.749026,address,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"38.214321,-85.602870","38.281744,-85.749026",21 mins
Louisville SB - 175,3710,155191,175,Westminster Village Kentuckiana,Seacoast Healthcare Systems,2200 Greentree North,Clarksville,IN,47129,38.333608,-85.764682,ROOFTOP,"AL, HC, IL",TRUE,TRUE,FALSE,TRUE,FALSE,1/1/2023,1/1/2024,,300,,250,,,,,1/13/2023,1/1/2024,,2900,,3600,4100,,,,700,,,,,,,,,,,,,1/1/2023,1/1/2024,,,,,,,,,1820,2135,2405,,,,700,,,,,,,,,,,,,,,186,320,,,,,,,,,,,,,,,,,,yes,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"38.214321,-85.602870","38.333608,-85.764682",27 mins
Louisville SB - 175,4968,185175,175,Treyton Oak Towers,,211 West Oak Street,Louisville,KY,40203,38.235127,-85.758253,ROOFTOP,"AL, AL-MC, HC, IL",TRUE,TRUE,TRUE,TRUE,FALSE,9/12/2024,1/1/2025,,352,413,315,,,,,9/12/2024,1/1/2025,,,,226,263,,,,,,,9/12/2024,1/1/2025,,246,259,,,,,,9/12/2024,1/1/2025,,,,,,,,,,2500,4950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,included,,,included,,,included,,,no,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"38.214321,-85.602870","38.235127,-85.758253",21 mins
Louisville SB - 175,4962,185169,175,Signature Healthcare At Jefferson Manor Rehab,Signature,1801 Lynn Way,Louisville,KY,40222,38.277688,-85.616082,ROOFTOP,HC,TRUE,FALSE,FALSE,FALSE,FALSE,8/17/2023,1/1/2023,5,310,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"38.214321,-85.602870","38.277688,-85.616082",17 mins
Louisville SB - 175,5160,185456,175,Diversicare Of Seneca Place,,3526 Dutchmans Lane,Louisville,KY,40205,38.224118,-85.653085,address,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"38.214321,-85.602870","38.224118,-85.653085",12 mins
Louisville SB - 175,5165,185464,175,Green Meadows Health Care Center 1,Bedrock HC ,310 Boxwood Run,Mount Washington,KY,40047,38.04083,-85.562026,ROOFTOP,HC,TRUE,FALSE,FALSE,FALSE,FALSE,,,,400,,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"38.214321,-85.602870","38.040830,-85.562026",28 mins
Louisville SB - 175,5099,185349,175,Signature Healthcare At Jefferson Place Rehab & We,Signature Healthcare,1705 Herr Lane,Louisville,KY,40222,38.276552,-85.618206,ROOFTOP,HC,TRUE,FALSE,FALSE,FALSE,FALSE,9/10/2024,1/15/2025,,411,430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"38.214321,-85.602870","38.276552,-85.618206",16 mins
Louisville SB - 175,4091,155766,175,Maple Manor Christian Home Inc,,643 W Utica St,Sellersburg,IN,47172,38.405168,-85.763507,address,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"38.214321,-85.602870","38.405168,-85.763507",29 mins
Louisville SB - 175,4090,155765,175,Southern Indiana Rehab Hospital-pcu,Vibra,3104 Blackiston Boulevard,New Albany,IN,47150,38.33666,-85.794708,ROOFTOP,Skilled-M,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/23/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"38.214321,-85.602870","38.336660,-85.794708",30 mins
Louisville SB - 175,5178,185477,175,Signature Healthcare At Sts Mary & Elizabeth Hospi,Signature Health Services; Joe Steier,1850 Bluegrass Avenue,Louisville,KY,40215,38.178037,-85.794099,ROOFTOP,HC,TRUE,FALSE,FALSE,FALSE,FALSE,7/16/2021,7/16/2022,,,,,,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Included,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"38.214321,-85.602870","38.178037,-85.794099",24 mins
Louisville SB - 175,5033,185268,175,The Evangelical Lutheran Good Samaritan Society,The Good Samaritan Society,3500 Good Samaritan Way,Jeffersontown,KY,40299,38.197522,-85.564346,ROOFTOP,HC,TRUE,FALSE,FALSE,FALSE,FALSE,9/7/2018,1/1/2019,,253,,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"38.214321,-85.602870","38.197522,-85.564346",11 mins
Louisville SB - 175,4095,155770,175,Villas Of Guerin Woods,,8037 Unruh Dr,Georgetown,IN,47122,38.29739,-85.95341,address,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"38.214321,-85.602870","38.297390,-85.953410",34 mins
Louisville SB - 175,5108,185361,175,Kindred Hospital - Louisville,,1313 St Anthony Place,Louisville,KY,40205,38.242555,-85.73178,address,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"38.214321,-85.602870","38.242555,-85.731780",22 mins
Louisville SB - 175,5169,185468,175,"Christian Health Center - West, Inc",,1015 Magazine St,Louisville,KY,40203,38.249495,-85.768858,address,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"38.214321,-85.602870","38.249495,-85.768858",23 mins
Louisville SB - 175,4938,185136,175,Wesley Manor,KY Methodist Retirement Home,5012 East Manslick Road,Louisville,KY,40219,38.117552,-85.66265,ROOFTOP,"AL, AL-MC, HC",TRUE,TRUE,TRUE,FALSE,FALSE,9/19/2024,7/1/2025,3,397,,340,,,,,9/19/2024,7/1/2025,3,,,4656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"38.214321,-85.602870","38.117552,-85.662650",21 mins
Louisville SB - 175,4939,185137,175,Westminster Terrace,,2116 Beuchel Bank Rd,Louisville,KY,40291,38.18885,-85.64683,address,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"38.214321,-85.602870","38.188850,-85.646830",12 mins
Louisville SB - 175,15505,,175,The Bennett Place,Enlivant,3928 Horne Avenue,New Albany,IN,47150,38.348526,-85.800771,ROOFTOP,AL,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,1/1/2019,1/1/2020,,3510,0,3930,,1530,1530,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669,1398,1794,2219,2706,3131,,,,,,,,,,,,,,,4000,4000,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"38.214321,-85.602870","38.348526,-85.800771",29 mins
Louisville SB - 175,22860,,175,Spring House at Louisville,Canopy Senior Living ,1760 Plantside Drive,Louisville,KY,40299,38.220469,-85.576322,ROOFTOP,"AL, AL-MC, IL",FALSE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,9/10/2024,11/15/2024,,2995,3500,,,,,,,,,9/10/2024,11/15/2024,,4995,,,,,,,9/10/2024,11/15/2024,,2395,2995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,100,,1500,100,,1500,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"38.214321,-85.602870","38.220469,-85.576322",8 mins
Louisville SB - 175,22890,,175,Mansion on Main ,Triple Crowns Senior Living ,1420 East Main Street,New Albany,IN,47150,38.287915,-85.807859,ROOFTOP,AL,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,3/25/2025,,9,5178,5974,,,,,,849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249,499,1199,,,,,,,,,,,,,,,,,,3500,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"38.214321,-85.602870","38.287915,-85.807859",28 mins
